subscriber;message_body;timestamp 
148;yes heroin is horrible;04/02/12 23:26 
150;Im parked in the middle lane in front of Stracks. In a Red camero ;04/02/12 23:26 
155;friend of urs or a snack to share?;04/02/12 23:26 
157;ok itês a close friend, someone I trust.;04/02/12 23:26 
8;so is acid for that matter;04/02/12 23:29 
11;K;04/02/12 23:29 
15;snack of course;04/02/12 23:29 
17;man I keep my friends close and my skag closer;04/02/12 23:29 
148;so is acid for that matter;04/02/12 23:29 
151;K;04/02/12 23:29 
155;snack of course;04/02/12 23:29 
157;man I keep my friends close and my skag closer;04/02/12 23:29 
70;What time do u think u will get into ur office at? Should I slide my time sheet under ur door;05/02/12 09:57 
70;I am in a training until 11:30. Slide under door if you want or leave in my mailbox.;05/02/12 10:09 
39;I think i need to purchase one of those vibrators for my headaches. What price ranges are we looking at?;05/02/12 15:27 
70;I saw Ken like the playboy bunny :);05/02/12 19:56 
28;Jenny was thinking about going hiking for a bit if the chicago taste of downtown thing turns out to be lame or overpriced. Would you guys be interested in that?;06/02/12 11:07 
28;I think so. They are still painting at our house, so not sure when they will be done, probably within 1-2 hours.;06/02/12 11:08 
28;Do you guys have to be there while they're finishing up?;06/02/12 11:08 
28;Yeah one of us;06/02/12 11:09 
28;We don't know them personally;06/02/12 11:09 
28;Plus we gotta lock up when they're done;06/02/12 11:09 
28;That's fine we'll head downtown in an hour to scope it out and give you a call;06/02/12 11:10 
28;Sounds good;06/02/12 11:10 
28;Painters are done, we just need to remove furniture for Monday night, probably another hour or so;06/02/12 11:56 
28;Ok, we're leaving our apartment now, we'll call you in 15 or 20 minutes;06/02/12 12:50 
28;Want us to meet u up somewhere?;06/02/12 15:02 
3;I'm in town today, what u doing?;06/02/12 19:35 
3;At a friends in chicago what u doing tomorrow?;06/02/12 19:38 
3;Nada;06/02/12 19:46 
3;Let's shoot for tomorrow;06/02/12 19:46 
3;amber is going to her dads so I am free most of the day.;06/02/12 19:47 
3;K;06/02/12 19:47 
3;They doing something tomo?;06/02/12 19:48 
3;Her biological dad out in hyde park area;06/02/12 19:48 
3;Lol k;06/02/12 19:50 
49;Whats wrong with timmy?;07/02/12 14:34 
56;ked to my dad yet either!  Love you miss you bye.  lucy;07/02/12 17:05 
56;hen all parents want to do is have their noses in their damn phones!  Ugh!  Hope you are doing ok.  Are you and Samantha still on the outs?  I have not tal;07/02/12 17:05 
56;You know, I don't get people who have to drag tired kids all around this city in the heat~get on a rush hour train and then try to discipline the kids w;07/02/12 17:05 
148;Bob Stars: 3.99 ea. Traditional portraits 10x13 + smaller. No min. Mix + match poses. Show txt @studio. Expires 9/13. Sit code TX.  Txt STOP to end           .;08/02/12 16:22 
39;So, mindy said they can spend the night. Is this correct?;09/02/12 14:08 
39;yes, we have to wait to hear back from grandma and grandpa as to what time the party is tomorrow to determine when they have to be home.;09/02/12 14:09 
58;Hello hey found out tonight its a girl.;02/03/12 20:57 
53;ble to get together tomorrow.;03/03/12 09:51 
53;Looks like I cannot go tonight. They r running more tests on mom today. I will write you when I know we can get together. What nights do u have classes? May b a;03/03/12 09:51 
53;Just let me know what works for you. I have classes on tuesday and wednesday. Then on spring break.;03/03/12 11:37 
8;yeah LSD is no good, one bad trip can mess you up for life;04/03/12 00:42 
9;Do u have six dollars I can borrow till I get my tips mike?;04/03/12 00:42 
15;snort some lines and choo choo;04/03/12 00:42 
17;I know but this guy aint a rat, he just needs his fix of chiva;04/03/12 00:42 
148;yeah LSD is no good, one bad trip can mess you up for life;04/03/12 00:42 
149;Do u have six dollars I can borrow till I get my tips mike?;04/03/12 00:42 
155;snort some lines and choo choo;04/03/12 00:42 
157;I know but this guy aint a rat, he just needs his fix of chiva;04/03/12 00:42 
53;Nice of him to let me know   I dont know how to reach him.  What is wrong wirh Layla?;04/03/12 05:50 
53;She had a chemo treatment, needed blood, and when she gets these transfusions, her lungs fill up with fluid and she ends up in the hospital unable to breathe. Apparently, she coded yesterday morning.;04/03/12 07:47 
53;Omg.  I cant believe he never told me she is sick much less has cancer.;04/03/12 07:56 
53;Can i call you now;04/03/12 08:16 
53;Stage 4 breast cancer. His dad is not doing good either. His heart.;04/03/12 08:18 
53;Dont worry. Talk later.;04/03/12 08:20 
53;I am getting dressed.  Late for work but can I call I when I leave my room?;04/03/12 08:20 
122;"heather mayes on your wall: Mama D please pass on our love and sorrow  to Aunt Amanda !! So very sorry !! She is in my thoughts and prayers ! She has very strong women to help her through this . Dont forget to laugh about everthing good about Tom !! Much LOVE to you and Amanda and family !! Reply with your comment or ""like"".";04/03/12 09:29 
56;How are you and everyone doing today?  Just know I am keeping you close~love you.  lucy;04/03/12 10:08 
8;Sorry just got home hun. Uugghh I need a joint soo bad. Hows ur head?;04/03/12 10:43 
8;I heard about a guy who was trippin and jumped out of a 5th story window, thought he could fly;04/03/12 10:43 
15;she gotta have blow or crack ok?;04/03/12 10:43 
17;k but this chiva be black tar he experienced?;04/03/12 10:43 
148;Sorry just got home hun. Uugghh I need a joint soo bad. Hows ur head?;04/03/12 10:43 
148;I heard about a guy who was trippin and jumped out of a 5th story window, thought he could fly;04/03/12 10:43 
155;she gotta have blow or crack ok?;04/03/12 10:43 
157;k but this chiva be black tar he experienced?;04/03/12 10:43 
8;I need some blow.  Ill buy.;04/03/12 10:44 
8;that kinda crap is happening a lot nowadays with those bath salts;04/03/12 10:44 
15;blow ;04/03/12 10:44 
17;yeah he can handle his antifreeze;04/03/12 10:44 
148;I need some blow.  Ill buy.;04/03/12 10:44 
148;that kinda crap is happening a lot nowadays with those bath salts;04/03/12 10:44 
155;blow ;04/03/12 10:44 
157;yeah he can handle his antifreeze;04/03/12 10:44 
33;Are you home today;04/03/12 10:49 
33;No heading home soon. Gettimg my cap and gown right now;04/03/12 10:53 
56;I am pretending to be strong. Getting my cap and gown.;04/03/12 10:56 
33;Ok.;04/03/12 11:07 
33;Do i need to call you;04/03/12 11:17 
33;No, checking.g in.;04/03/12 11:51 
33;Home;04/03/12 12:05 
33;Going.;04/03/12 12:05 
8;like ivory junk?;04/03/12 13:10 
12;Almost there;04/03/12 13:10 
15;gotcha ill get some blow fo sho;04/03/12 13:10 
16;hey devon I pay u even better than 85 I got schmeck;04/03/12 13:10 
148;like ivory junk?;04/03/12 13:10 
152;Almost there;04/03/12 13:10 
155;gotcha ill get some blow fo sho;04/03/12 13:10 
156;hey devon I pay u even better than 85 I got schmeck;04/03/12 13:10 
56;gements yet?  How is she?  Love you.  lucy;04/03/12 13:44 
56;I'm sorry~its hard to pretend, I know.  Cap and gown for graduation next month~exciting!  I'm here if you need me.  Have you helped Amanda with any arran;04/03/12 13:44 
8;yeah, people be eating their own poop and eating people's faces off and stuff;04/03/12 14:15 
12;Jessica boys brother jake shot last nite.isnt that fuckd up.the kid who shot him jus drove off n left him to die but they arrestd him;04/03/12 14:15 
16;hey devon I need some nose candy;04/03/12 14:15 
16;the real tecate?;04/03/12 14:15 
148;yeah, people be eating their own poop and eating people's faces off and stuff;04/03/12 14:15 
152;Jessica boys brother jake shot last nite.isnt that fuckd up.the kid who shot him jus drove off n left him to die but they arrestd him;04/03/12 14:15 
156;hey devon I need some nose candy;04/03/12 14:15 
156;the real tecate?;04/03/12 14:15 
8;WHAT?!? That's like zombie shit;04/03/12 14:16 
8;yeah those bath salts make ppl do crazy shit;04/03/12 14:16 
12;Damn thats crazy. How r they doin?;04/03/12 14:16 
12;Theyr pretty torn up;04/03/12 14:16 
16;it gonna cost u;04/03/12 14:16 
16;ya;04/03/12 14:16 
16;I know that how much?;04/03/12 14:16 
16;I might even have to throw in some XTC;04/03/12 14:16 
148;WHAT?!? That's like zombie shit;04/03/12 14:16 
148;yeah those bath salts make ppl do crazy shit;04/03/12 14:16 
152;Damn thats crazy. How r they doin?;04/03/12 14:16 
152;Theyr pretty torn up;04/03/12 14:16 
156;it gonna cost u;04/03/12 14:16 
156;ya;04/03/12 14:16 
156;I know that how much?;04/03/12 14:16 
156;I might even have to throw in some XTC;04/03/12 14:16 
8;now that isn't the same as that salvia stuff is it?;04/03/12 14:17 
12;I bet how sad. I didnt no they had another brother ;04/03/12 14:17 
16;8 ball blow run u 85;04/03/12 14:17 
16;yeah this girl might wanna roll on some XTC;04/03/12 14:17 
148;now that isn't the same as that salvia stuff is it?;04/03/12 14:17 
152;I bet how sad. I didnt no they had another brother ;04/03/12 14:17 
156;8 ball blow run u 85;04/03/12 14:17 
156;yeah this girl might wanna roll on some XTC;04/03/12 14:17 
8;no, bath salts are different from salvia;04/03/12 14:32 
12;Yea n he had jus had a baby 4 months ago too;04/03/12 14:32 
16;thatês steep;04/03/12 14:32 
16;yeah they like rollin on E;04/03/12 14:32 
148;no, bath salts are different from salvia;04/03/12 14:32 
152;Yea n he had jus had a baby 4 months ago too;04/03/12 14:32 
156;thatês steep;04/03/12 14:32 
156;yeah they like rollin on E;04/03/12 14:32 
33;How is Amanda doing?;04/03/12 15:22 
8;salvia is like weed, but makes you trip more than chill;04/03/12 15:41 
13;Free T-Mobile Msg: We have canceled a line from your account as of 04/03/2012. For account details view the information on my.t-mobile.com.;04/03/12 15:41 
16;ill throw in some dro;04/03/12 15:41 
16;add some coke to the mix and we got ourselves a party;04/03/12 15:41 
148;salvia is like weed, but makes you trip more than chill;04/03/12 15:41 
153;Free T-Mobile Msg: We have canceled a line from your account as of 04/03/2012. For account details view the information on my.t-mobile.com.;04/03/12 15:41 
156;ill throw in some dro;04/03/12 15:41 
156;add some coke to the mix and we got ourselves a party;04/03/12 15:41 
56;Speaking with them now.;04/03/12 15:42 
8;oic;04/03/12 15:50 
13;Free T-Mobile Msg: Payment for $94.00 posted to your account on 04/03/2012. Details at my.t-mobile.com;04/03/12 15:50 
16;k where u at;04/03/12 15:50 
16;am I invited to this party?;04/03/12 15:50 
148;oic;04/03/12 15:50 
153;Free T-Mobile Msg: Payment for $94.00 posted to your account on 04/03/2012. Details at my.t-mobile.com;04/03/12 15:50 
156;k where u at;04/03/12 15:50 
156;am I invited to this party?;04/03/12 15:50 
8;jake od'd last night if you didn't hear by now - too much smack;04/03/12 15:51 
14;Joe popped my balloon today;04/03/12 15:51 
16;my crib;04/03/12 15:51 
16;of course;04/03/12 15:51 
148;jake od'd last night if you didn't hear by now - too much smack;04/03/12 15:51 
154;Joe popped my balloon today;04/03/12 15:51 
156;my crib;04/03/12 15:51 
156;of course;04/03/12 15:51 
56;Sending love, hugs and strength.  I wish I could take the pain away.  lucy;04/03/12 15:59 
39;Gram mentioned she would like to know what is going on but doesn't want to interrupt. If you get a chance can you call her??;04/03/12 16:15 
53;7735551212 john doe;04/03/12 18:31 
53;Got it  thank u so much.  Love u;04/03/12 18:32 
8;I heard;04/03/12 19:03 
14;Oh well;04/03/12 19:03 
16;cu in 20;04/03/12 19:03 
16;thx for the tecate;04/03/12 19:03 
148;I heard;04/03/12 19:03 
154;Oh well;04/03/12 19:03 
156;cu in 20;04/03/12 19:03 
156;thx for the tecate;04/03/12 19:03 
33;Tom said if Amanda needs him as a Paul bare he will.;04/03/12 20:50 
117;What do you wanna do for the pictures tomorrow?;04/03/12 20:50 
33;Tom is going to be cremated.;04/03/12 20:51 
117;I am going to get mine together soon. I think Amanda found some. Sara is looking too.;04/03/12 20:52 
53;Love you too.;04/03/12 20:53 
117;Alrighty me and myndad are taking care of it too.;04/03/12 20:54 
117;other group is sending some as well.;04/03/12 21:35 
117;Okay so are we gonna make the video tomorrow?;04/03/12 21:36 
117;I hope to. If not tomorrow thursday;04/03/12 21:37 
117;Alrighty keep me posted. Thank you for including me;04/03/12 21:42 
8;So sad :(;04/03/12 22:06 
14;hey I got some shrooms;04/03/12 22:06 
17;hey I got coke for tonight;04/03/12 22:06 
148;So sad :(;04/03/12 22:06 
154;hey I got some shrooms;04/03/12 22:06 
157;hey I got coke for tonight;04/03/12 22:06 
39;How did the bullet work for you?;05/03/12 15:30 
39;Not.;05/03/12 17:35 
39;that sucks! :(;05/03/12 17:52 
39;My head is killing me.;05/03/12 19:14 
39;Sorry to hear.;05/03/12 19:21 
39;Gas @ family express in Chicago, $3.59 a gal.;05/03/12 19:21 
39;Sorry. at hospital with Grandma Smith;05/03/12 19:21 
39;didnt see the post i tagged you in?;05/03/12 19:22 
39;No;05/03/12 19:23 
39;Storm coming in, thunder, lightening and lots of rain :);05/03/12 21:27 
39;Severe weather warning until midnight.;05/03/12 21:28 
13;I don.t want to fight with anyone.i have problem. I cannot put anything together.friend camebuy and fix phonecell.a.a thankyou ;06/03/12 13:03 
49;Oki ambored and ready to go to casino, who else is ready?;06/03/12 13:42 
49;I will ask mom.;06/03/12 13:43 
49;Mom says ok.;06/03/12 13:45 
49;Cool;06/03/12 13:46 
49;Ok ill put my shoes on.;06/03/12 13:47 
49;We will head that direction soon.;06/03/12 13:47 
49;Ill give you 70$;06/03/12 13:49 
49;Wait up a bit. Sara is getting off soon and wants to tag along.;06/03/12 13:50 
49;Ok;06/03/12 13:51 
109;Leaving for the day. Feel free to stop by if you want while i am gone. Tired of waiting.;06/03/12 14:05 
40;I left the front door unlocked for you.;06/03/12 14:27 
40;sorry thanks;06/03/12 14:37 
13;When you can call me i would like to meet you and give you some blow . I canmeet inrestraunt during wk.;06/03/12 15:06 
13;It is still painful to go threw papers. Four sets ready for notery. Some peple are fast.older you get slower you get? In some area.;06/03/12 21:53 
8;Just woke up sorry;07/03/12 12:15 
8;No good;07/03/12 13:14 
8;Try now;07/03/12 13:16 
8;No dice;07/03/12 13:18 
8;Must be something on their end;07/03/12 13:20 
8;Ok;07/03/12 13:22 
8;Hold on;07/03/12 13:28 
8;I set it back already;07/03/12 13:28 
6;Hey bud what you up to tnght;07/03/12 14:05 
13;I cant give you leSsons or ?smile miricle do happen.love !;07/03/12 15:31 
17;I c noreport;08/03/12 07:07 
17;Ahh crap;08/03/12 07:08 
17;I will remotely send it soon;08/03/12 07:08 
17;You will have it in your email inbox in a couple minutes;08/03/12 07:08 
17;Thx;08/03/12 07:09 
17;Scratch that, you should have it before 8:15am, will that be OK?;08/03/12 07:09 
17;That's fine;08/03/12 07:10 
17;U funny boy;08/03/12 07:18 
17;I can't get into my computer, jack is going to assist when he gets in, so probably about 8:30 (he will be there at 8). Sorry :/;08/03/12 07:47 
17;K;08/03/12 07:47 
17;I guess your Internet is down, that is the problem haha;08/03/12 07:59 
17;Opps! Have not been on yet;08/03/12 08:01 
17;As soon as that's up I'll log in... It's always something;08/03/12 08:07 
17;Ha ha! Is it monday?;08/03/12 08:09 
17;No joke;08/03/12 08:13 
17;jim's got it;08/03/12 08:33 
17;Thx;08/03/12 08:34 
8;Lunch?;08/03/12 11:56 
8;Yeah be there in a few ;08/03/12 11:56 
8;About 15 min;08/03/12 11:56 
8;K;08/03/12 11:56 
8;K;08/03/12 11:57 
62;Jane Smith;08/03/12 12:40 
62;Ok thanks;08/03/12 12:41 
95;Thank you so much for helping me out last night.  <:)>;08/03/12 13:28 
6;Hey bud what you and amber up to tnght;08/03/12 19:46 
6;Still at work;08/03/12 19:47 
6;Ok;08/03/12 19:48 
39;I'm going to come grab the kids about noon;09/03/12 08:51 
13;Happy labor day!seeyou at pig roast,smile think postive. Enjoy life and live. Above all is say i love you. Smile.k.i.s.s.;09/03/12 11:02 
39;On Thursday, dont forget to pick up the kids insurance cards and your mail.;09/03/12 11:53 
49;Hey when do you want your cheesecake? You can stop by and get it if you want;10/03/12 17:03 
49;On my way.;10/03/12 17:06 
43;What is the link for the database?  I have a student that needs it;10/03/12 18:31 
56;Sending up prayers~keep me posted.  lucy;01/04/12 11:59 
56;He is scheduled to go any time know. Waiting for his driver to show up.;01/04/12 12:00 
56;Sending a hug for Amanda.  Hang in there!;01/04/12 12:01 
37;cindy may I please get off work at 1? i have to go to check n go to pay a loan in kirstens name and she must sign it before she goes to work;01/04/12 12:40 
37;Yes, you may. Reflect it on your time sheet.;01/04/12 12:51 
37;Thank You Very Much;01/04/12 12:54 
36;How are things?;01/04/12 14:50 
36;No news yet.;01/04/12 14:52 
36;ok keep me posted please;01/04/12 14:53 
56;Sending a hug for Amanda.  Hang in there!;01/04/12 15:02 
36;Will.do.;01/04/12 15:20 
56;Thanks.;01/04/12 15:20 
56;How are you guys doing?  I'm sure he is in surgery by now.  Any word?;01/04/12 15:21 
56;He finally went in for surgery at 2 pm. Nurse comes out on the hour for updates. We know he is;01/04/12 16:05 
56;Currently in the middle of the procedure. Three hours to complete.;01/04/12 16:06 
96;AT&T Free Msg: AT&T recommends you enable a voicemail password for added security. Visit att.com/vm to see how you can set your password today.;01/04/12 16:40 
56;Biopsy = benign. Out of surgery;01/04/12 19:44 
43;Fantastic!!!;01/04/12 19:47 
43;My bro-in-law is out of surgey. Biopsy came back as benign.;01/04/12 19:47 
43;Did they still remove the lung?;01/04/12 19:48 
43;They were able to save most of it.;01/04/12 19:49 
43;Sounds like you need another consult.  Why remove any of it with no cancer?;01/04/12 19:52 
43;There were so many lesions and pockets that was contributing to his copd that it was difficult to get to the sections that needed to be biopsied. The doctor said he removed only what he had to. They were only going for the upper 1/3 of the right lung.;01/04/12 19:55 
43;Should consider docs in Chicago.  I find that sw suburbs docs suck.  Research lung docs.;01/04/12 19:56 
43;I will tell Amanda to look into this. Thanks for the advice. I am sure she will look into it.;01/04/12 19:57 
43;Just trying to share my experience. My heart goes out to you.;01/04/12 19:58 
43;No, thank you for your insight. I value your opinions as always. Thank you for caring.;01/04/12 19:59 
56;Great news!  Hope everyone will be ok.;01/04/12 20:07 
58;Congrats. When is the due date?;02/04/12 08:12 
58;Thank you.June 20th.;02/04/12 08:13 
58;Do they have some names picked out?;02/04/12 09:26 
58;Sorry just seen your text went to Zumba.I really dont know what there going to name her.I think there still deciding.;02/04/12 11:52 
53;How is your mom doing this morning? I am praying for her.;03/04/12 11:27 
53;want to c u today, but it is still up in the air as to whether I will b able. Will keep u informed. Thanks for prayers.;03/04/12 11:33 
53;us. Docs said yesterdAY that she May come home today, but nurse seems to think that isn't likely. Too much they still need to do before releasing her.  I still;03/04/12 11:33 
53;She is sitting up, but has been asleep since we got here.  She is very confused, doesnt make sense much when talking. Doc is supposed to b on his way to talk to;03/04/12 11:33 
53;I can come to the hospital. I just don't want to interfere with moms comfort and such.;03/04/12 11:34 
53;s home to c her.  Tom is waiting too.  Maybe u and Tom could come one day this week when she is home.;03/04/12 11:40 
53;I appreciate it, but visitors seem to make her agitated. I had to b rude and kick everyone out Thursday,Friday and yesterday.  May b better to wait til she come;03/04/12 11:40 
53;That will be fine. That is why i have not come up there. I know your mom does not care for all that attention when she is not feeling well. She needs her rest, not frustration and agitated by visitors.;03/04/12 11:43 
53;How long are you staying?;03/04/12 11:44 
53;Agreed.  I plan on being here until next weekend.  I will drive home on Saturday, I think.;03/04/12 11:45 
53;Just give mom my love and tell her i hope she feels better soon. Love her so much and you too.;03/04/12 11:46 
53;Michelle Conway is coming tomorrow night to give me a break and help. So I will have more time after she gets here.;03/04/12 11:47 
53;I will tell mom u send love and prayers. I love u too so much.;03/04/12 11:48 
33;Ok.  Didn't know that.;04/04/12 05:38 
33;Have to leave Sunday.  Can't have Monday off.  Sorry;04/04/12 09:34 
33;We will celebrate Easter and Toms birthday on Saturday.;04/04/12 09:36 
33;Ok;04/04/12 09:45 
53;Toms mom passed away this morning. He just posted something on fb.;04/04/12 22:41 
53;Services at funeral homes saturday from 3 - 8 pm. Posted on his page.;04/04/12 22:56 
33;Toms mom passed away today.;04/04/12 22:57 
39;Uncle Toms mom passed away today. Funeral arrangements on his page.;04/04/12 22:57 
33;Oh no, I'm so sorry to hear that;04/04/12 22:58 
33;He posted something a few minutes ago, but she passed this morning.;04/04/12 22:59 
49;Tom's mom passed this morning.;04/04/12 23:01 
56;Got 15.6 gallons of gas last night.  Not a long wait, either~thanks to you!  lucy;05/04/12 06:39 
56;Yeah.;05/04/12 07:33 
49;Mom wants to know if you could take her to the grocery store today. Needs a few items. Nothing big.;05/04/12 09:07 
49;Yes get off at 1130#;05/04/12 09:09 
49;Anytime today would be fine. If you need a short nap, take it. She does not mind. At dr apt now.;05/04/12 09:10 
70;Would I be able to convince you to bring two dvi cables up to the office?;05/04/12 10:46 
70;Sure;05/04/12 11:19 
70;I have a butterfly in the office;05/04/12 15:07 
13;I have four cashdash ready for bank to noterise.i found a bag to sell and need help to get organized. Enough for all of us.;06/04/12 08:31 
13;Huh?;06/04/12 08:59 
13;Thank you. I will talk to you latter. When i can.go to bank for notery as bob showed me.i not good with this text garbage.;06/04/12 09:03 
70;Hi cindy;06/04/12 09:58 
13;Thank you;06/04/12 10:27 
135;7735551212 cindy smith;06/04/12 13:22 
33;Hells kitchen was on fox.  Master chefs on now and helps kitchen tomorrow at 7 on fox.;06/04/12 20:13 
6;Sup?;07/04/12 00:06 
3;Hey man, u got plans tomorrow?;07/04/12 00:11 
3;Yeah, i'll be in the city. U?;07/04/12 00:13 
3;At my mom's, u aren't coming home tomorrow?;07/04/12 00:15 
3;I'll try, i'm kinda in an academic predicament so we'll see;07/04/12 00:16 
3;?;07/04/12 00:16 
3;My advisor was terminated, kinda a big deal, i gota find a new one fast and it ain't easy;07/04/12 00:20 
3;Oh no, why?;07/04/12 00:20 
3;Politics;07/04/12 00:27 
3;Arg...;07/04/12 00:29 
3;That sucks;07/04/12 00:29 
3;Yep, i was really ready to drop out of the program as a result;07/04/12 00:30 
3;Woah, we def gotta chat soon, will u be home on Friday?;07/04/12 00:41 
3;I'll try and will keep u up to date. Bought the hard drive today;07/04/12 00:43 
3;Cool;07/04/12 00:49 
49;Hows your head? Did you get to sleep in a little?;07/04/12 10:01 
13;Happy sobriety birthday! YA RIGHT!!!;07/04/12 10:31 
12;take a hit on my bong later man;07/04/12 10:32 
13;Thank you! I'll snort a line to that;07/04/12 10:32 
13;Did you find a twinkle star in the sky? Fool moon!;07/04/12 10:34 
13;Yup;07/04/12 10:35 
92;Have a happy and safe 4th.;07/04/12 18:21 
92;Hope you did too.;07/04/12 19:58 
62;I am up now;08/04/12 08:14 
62;When you get up can you let me know...I wanna ask you for a favor;08/04/12 08:14 
62;Yes. Put it at chase bank.;08/04/12 08:15 
62;Can I set up direct deposit of my refund check from school to go into one of your accounts so that welfare doesn't see it???;08/04/12 08:15 
62;Can I have the account number and routing number???;08/04/12 08:16 
62;Acct 01234567;08/04/12 08:17 
62;Routing 0123456789;08/04/12 08:19 
62;Ok.;08/04/12 08:21 
62;Ok thank you....it should post soon after the 17th;08/04/12 08:21 
4;You have some free time today?;08/04/12 11:28 
4;In Chicago;08/04/12 11:28 
4;All day?;08/04/12 11:30 
4;Taking my little bro to the zoo and to see the city;08/04/12 11:30 
4;Nice! What about tomorrow?;08/04/12 11:32 
4;I should be home, just gotta do he;08/04/12 11:34 
4;Hw;08/04/12 11:34 
4;Sweet you wanna help me move some stuff for a little bit?;08/04/12 11:38 
4;Yeah ;08/04/12 11:38 
4;Sweet! Thanks man!;08/04/12 11:42 
4;I can bring the van with no seats also;08/04/12 11:42 
4;Sweet!;08/04/12 11:43 
4;I anticipated getting a lot more done today, but I didn't anticipate having no power. No light = no homework;08/04/12 22:00 
4;Lol, yeah tell me about it, I am still in the dark out here too.... ;08/04/12 22:04 
4;It should be good, I anticipate just one trip;08/04/12 22:05 
13;When i see all of you boys get along and caring about each other.;09/04/12 09:40 
8;Have him log off and log back on;09/04/12 10:58 
8;K;09/04/12 11:01 
29;Just doing a quick check on who is coming for the game Sunday at around 11.;09/04/12 17:55 
43;Is my external drive in the computer?;09/04/12 19:15 
39;They can stay fri/sat;09/04/12 21:56 
13;You get a chance call me. I found trust. We need to copy and get copys to timew. timmy. You and wife. Blank copys for your selfs.save a lot of money.;09/04/12 22:28 
56;How is everything with the family today?  lucy;01/05/12 11:29 
56;Getting better all the time. Thanks for asking. Tom is. going to be moved to a different room and out of cvu. Best news news benign.;01/05/12 11:49 
37;hey i accidently took the 410 key. i work in the morning is that ok?;01/05/12 16:25 
37;Yes.;01/05/12 16:37 
37;ok thank you. see you in the morning.;01/05/12 16:38 
33;burn one in her memory;03/05/12 19:22 
33;Watching The VOICE;03/05/12 19:32 
33;I'm so jealous;03/05/12 19:37 
33;Yes. Finished product picture coming soon. No lunch for me tomorrow.;03/05/12 19:37 
33;Dogs would love those;03/05/12 19:42 
33;Did mom get her cookies;03/05/12 19:43 
33;God don't talk about food. All u can eat ribs were $16.99.;03/05/12 19:44 
33;Lol;03/05/12 19:44 
33;Left them on the table. Bill will bring his.;03/05/12 19:44 
33;Really?  Great deal I'm sure he loved that!;03/05/12 19:45 
53;Status on mom? How is she doing today.;03/05/12 20:38 
53;She is at home, but not doing well. Hey, d u get time for lunch. Enough we could do lunch together if mom can get someone to stay with her one day;03/05/12 20:42 
53;Yes, definitely.;03/05/12 20:43 
33;their pizzas.;03/05/12 20:45 
33;Thanks for driving out and picking up the stuff Luke had with him.  Also for taking him out to eat.  He loves that place.  Hope timmy and the kids love;03/05/12 20:45 
53;Cannot b tomorrow, maybe Wednesday or Friday.  Friday would probably b best cause mom should b better by then;03/05/12 20:46 
33;Our pleasure. We enjoyed spending time with him too.;03/05/12 20:47 
33;Thanks!  Hope timmy feels better.;03/05/12 20:48 
53;You tell me when. If it is last minute and burger king. I don't care. Just want to see you.;03/05/12 20:48 
33;That's good!;03/05/12 20:49 
33;He is feeling better already.;03/05/12 20:49 
53;I will what tome do u tAke ur lunch?;03/05/12 22:23 
53;Thanks cindy.;04/05/12 08:01 
33;Should be in around 4:30;04/05/12 09:25 
116;Have you guys read the obituary yet? Did someone call the times already or would you like me to?;04/05/12 10:02 
116;Could you call them please. I saw it, but i want to get these pictures scanned.;04/05/12 10:03 
116;Yes, we will.;04/05/12 10:04 
116;Can you give me a quick phone call. 5551212;04/05/12 10:09 
116;Tom's mom passed away yesterday. Visitation is Saturday @ 3-8pm.;04/05/12 10:23 
116;How do spell mindys name;04/05/12 10:28 
116;MindarellaÛ I dunno;04/05/12 10:33 
33;In Rockford now.;04/05/12 13:31 
56;Just checking in on you, how are you holding up?  Love you .  lucy;04/05/12 15:33 
39;Grandma is in the hospital.;04/05/12 19:10 
39;I will say a prayer for her.;04/05/12 19:24 
53;Happy Birthday Belinda. I hope you go out for drinks tonight.;04/05/12 19:24 
53;No just sitting in my room crying actually.  But thank u.;04/05/12 20:08 
48;I didn't forget about you (C++ code). Pipe broke in the wall, house flooded, haven't had my Internet hooked up so I can't email it to you yet.;05/05/12 12:02 
48;If not up by tomorrow I will run to Starbucks and ensure you get it;05/05/12 12:24 
48;Don't worry. I will see what else i can figure out on my own. Take care of the water issues.;05/05/12 13:13 
48;I will def get it to u by tomorrow, don't worry;05/05/12 13:42 
48;I am more worried about your house than homework.;05/05/12 13:43 
48;that wall so we're good;05/05/12 13:44 
48;lol I am not worried: praise God for homeowner's insurance. My only expense is the plumbing, which isn't too bad. And we don't have anything valuable on;05/05/12 13:44 
39;I am sorry, but i have a migraine.;05/05/12 18:16 
13;My life is transformed as my mind is renewed. If this possible? Smile think postive love your beautiful wife.+dad;06/05/12 08:17 
8;Jim got the mi-fi key for me. Disregard;06/05/12 08:35 
43;R you there yet;06/05/12 08:46 
8;K just saw this sorry, no signal;06/05/12 13:00 
13;this nose candy gets me pretty amped;06/05/12 13:01 
43;Call me please;06/05/12 13:34 
83;Hope you are feeling better. Stay off that leg. See you soon.;07/05/12 08:25 
29;730 and 830 tonight who's in who's out ;07/05/12 10:30 
29;Out;07/05/12 11:35 
13;Give me a call when you have a chance.;07/05/12 13:55 
13;K;07/05/12 13:56 
83;End up in urgent care, very dehyrated.;07/05/12 14:41 
83;Dehydration;07/05/12 15:12 
3;The hard drive has arrived at mi casa :);07/05/12 17:22 
3;Cool I will be at your house on Friday;07/05/12 17:44 
3;Cool, should i be there at a certain time with my comp?;07/05/12 17:46 
